id,profit
600717,-2.8912758026322346e-05
000858,-5.653468466353421e-05
600639,-8.207237369388886e-05
600098,-0.00012596622822661136
600033,-0.00018022724634249776
000625,-0.00024563894228746145
600308,-0.00030265837643158374
600004,-0.00032437249298281393
000089,-0.0003641920722324433
000761,-0.0003914896104269092
600415,-0.0003966914452071886
600062,-0.0004005223860202604
600171,-0.0005008357778660368
600008,-0.0005120229202949253
600535,-0.000661632012742947
600628,-0.000745574744533311
000729,-0.0009490795781552576
600348,-0.0011318500394047145
600276,-0.001138516664983965
000568,-0.0011613689396009754
600887,-0.0011641634371808737
600299,-0.0011659981051249145
600724,-0.0011730130097135699
000066,-0.0011737030726957421
600196,-0.0011961228164636063
600637,-0.001204687375128538
000423,-0.0012098011034370726
600616,-0.001245510430046095
600895,-0.0013699023326428006
000099,-0.0014092437810102909
600688,-0.0015342707234457897
000630,-0.0016299582561855267
600797,-0.001671955799530289
000488,-0.0017857603295561558
000997,-0.001837598344103986
000402,-0.0019177408545415994
600894,-0.0019704829753800753
000959,-0.002002229586322778
600655,-0.002016569158767627
600037,-0.002070383346944062
600740,-0.002101656161961835
000036,-0.002110347400294703
600548,-0.0021218701200352115
000503,-0.002272167240352954
600598,-0.0023095392712184533
600221,-0.0023376431223300553
000088,-0.002425191383213947
000822,-0.002444306985573864
600362,-0.002526852072632862
600057,-0.0025686603101517306
600138,-0.0027342009141847036
600210,-0.0027733368960913577
600550,-0.0028188028743854543
600583,-0.0029049146666075666
600029,-0.003002629805231293
600060,-0.003019128106307326
000939,-0.0030957103035888175
000900,-0.003182701491195237
000027,-0.003559586950659347
600115,-0.003768649553624391
600207,-0.004135625110750367
000401,-0.004660290935188623
600690,-0.00470464176057294
600383,-0.004807076249965065
600058,-0.004853165802781178
000709,-0.004944701760368004
000599,-0.00496525536561556
600456,-0.005087729773247157
600350,-0.005101490180184328
000022,-0.005144794652689721
600581,-0.005184886973446047
600188,-0.005217685612614655
000933,-0.005644825161439751
000969,-0.005666675439446149
000538,-0.00619084255496795
600675,-0.006400168858010752
000807,-0.00672649512673673
000698,-0.006846367959088155
600521,-0.006955994478586155
600333,-0.007171849409174119
000063,-0.007789709520875141
000651,-0.007906473858467211
600151,-0.008919650575015566
000792,-0.009095557247986694
000002,-0.00941410778761577
000793,-0.01218868374990275
600010,-0.013698731567107832
