id,profit
000068,0.11213181418531404
600220,0.01967150888769348
000968,0.01853587657726922
600256,0.014003136842825526
000617,0.013680692356340934
600110,0.013252909188291766
600331,0.012666025571639365
000875,0.012450171836390654
000767,0.012060779704017158
600602,0.012025665105928467
000636,0.011593755206494066
600078,0.011394676575987809
600320,0.011220445419484776
600022,0.011160655299857247
600410,0.010299482843245002
000400,0.009652172979651362
600569,0.009580531165035941
600739,0.009517717966205395
000607,0.009333449346362871
600500,0.009196748785105471
600282,0.008839015505083503
000725,0.008379377729349866
000528,0.008309876718968594
600012,0.008052056358903872
600020,0.007685937072525346
600215,0.007275211256879609
600309,0.007225201734444609
000733,0.007155402601356361
600808,0.0070781001378820456
600780,0.007077870356123613
600649,0.006719844957966535
000520,0.006685027424467361
600183,0.006665751586920551
600132,0.006656780942010761
000970,0.00645778661407829
600011,0.006350567310806039
000021,0.006208648414419381
000920,0.006137877286753795
600660,0.005798120466687361
600635,0.005743305541530066
000059,0.005716577406696046
600588,0.005355330542533573
600027,0.005285584030527566
000937,0.0052849965978206586
600770,0.005267153425986502
600754,0.005247292136988536
600578,0.005233763339322263
600498,0.005233638613237223
600104,0.005141108316140637
000898,0.005079452538549065
600662,0.005010505069790709
000009,0.0049431654551611555
000758,0.004873644796009918
000806,0.004422347826086957
600009,0.0044213647836327955
000895,0.004379415611938969
600271,0.004236772962410084
600549,0.004201734715884349
600694,0.004086043881912564
000930,0.004049619047619049
600460,0.003919937925697072
600125,0.0038990759622038952
600886,0.0038619076283304236
600508,0.0038517019164057667
600021,0.0034885207337376203
600874,0.0033871632939959442
002024,0.003368874596479666
600585,0.0032457890333057963
000682,0.0031509623804702805
000581,0.0031498254646615985
600231,0.002957051931268649
000100,0.00288739438345162
600018,0.002863366404818371
600126,0.0026614138584045172
600406,0.0025554558412125227
600835,0.002429151609750954
600269,0.0023739049395991134
000559,0.0023612658235509084
600031,0.002354705105607172
600997,0.00232657772034382
600863,0.002247542295915737
000726,0.002238081684014698
000039,0.002169663992657358
000778,0.0021350286193189314
600600,0.002010226748081036
600170,0.0019531731007880818
000869,0.001881323772669482
000541,0.001870856287279538
600642,0.0018650373283781753
600652,0.0018493009929343531
600795,0.0018406426496512308
000539,0.0017701075976137362
000917,0.0017634278907112202
000012,0.0017615444402860145
600143,0.0017039118065291826
000425,0.0017002845796315767
000623,0.0016998052890490438
600026,0.0016441675451653532
600089,0.0015574319305591857
600741,0.0014991851056748232
600900,0.0014070047708408613
000768,0.0013841325901078891
000878,0.0013763025978924424
000786,0.0013198454964635788
600779,0.0012746042128401096
600073,0.0012634910059547031
600643,0.0012496320715019867
600028,0.0011610440920356855
000601,0.0011187570646873338
600970,0.0010407325635487228
600597,0.001005003215277051
600267,0.0009915689732941221
000825,0.0009733310290672044
600839,0.0009339144730993028
600236,0.0008590830515410805
600035,0.0006972142981255727
000060,0.000651309866071459
000717,0.0006129809282369235
600006,0.0005653032649167142
600820,0.0005636660032945374
000960,0.0005124472889719619
600718,0.0005080222743977336
000983,0.0005068749528286919
600674,0.00046076123538385874
000031,0.000256337267468074
000708,0.0002451483428572883
600809,0.00022209826048592623
600663,0.00020176481986914794
600519,0.00015526058291132506
000061,0.00011522777825718664
000550,0.00010222200021283378
600085,9.43629266511669e-05
600019,9.227797664228179e-05
600377,6.840408261018821e-05
600307,9.258661076666334e-06
